Time (iso),RA (GCRS) [deg],Dec (GCRS) [deg],Distance (GCRS) [km]
2024-09-11 01:22:00.000,222.58027215893028,-76.85556926143657,7072.516682663895
2024-09-11 01:23:00.000,209.88689253549003,-79.4217605363695,7072.139454946328
2024-09-11 01:24:00.000,190.81701622544063,-81.20170569410475,7071.771435962082
2024-09-11 01:25:00.000,166.34406481391088,-81.67436179160904,7071.414511143483
2024-09-11 01:26:00.000,143.41395155617855,-80.63913322624543,7071.070223644717
2024-09-11 01:27:00.000,126.98097547512462,-78.49579616765966,7070.739766272068
2024-09-11 01:28:00.000,116.2174900916832,-75.73511486245216,7070.423979653572
2024-09-11 01:29:00.000,109.04219381172219,-72.64907309192253,7070.123356421804
2024-09-11 01:30:00.000,104.02736714952371,-69.38307398971786,7069.8380524666145
2024-09-11 01:31:00.000,100.35083496706534,-66.01034397117871,7069.56790202764
2024-09-11 01:32:00.000,97.54118636384143,-62.57009236307312,7069.312440330139
2024-09-11 01:33:00.000,95.31794531722436,-59.08474305528586,7069.070930294263
2024-09-11 01:34:00.000,93.50666977203774,-55.56790015583783,7068.842394043373
2024-09-11 01:35:00.000,91.99418433582498,-52.02824496738208,7068.625648423343
2024-09-11 01:36:00.000,90.70423067118183,-48.47156089251066,7068.419343884378
2024-09-11 01:37:00.000,89.58368242507582,-44.90184568032951,7068.222006020169
2024-09-11 01:38:00.000,88.59442228443477,-41.32195311592344,7068.032079013908
2024-09-11 01:39:00.000,87.7083737459371,-37.733979472151404,7067.847970208081
2024-09-11 01:40:00.000,86.90435721414157,-34.139502743611004,7067.668094875568
2024-09-11 01:41:00.000,86.16604141041428,-30.53974847704984,7067.490921101192
2024-09-11 01:42:00.000,85.48056445302794,-26.93567928148025,7067.315012171023
2024-09-11 01:43:00.000,84.83758900978843,-23.32807556390579,7067.139068095947
2024-09-11 01:44:00.000,84.2286335520432,-19.717582973738793,7066.961963710019
2024-09-11 01:45:00.000,83.64658930740961,-16.104748223524012,7066.782783371128
2024-09-11 01:46:00.000,83.08536207365115,-12.49004548316575,7066.60085150073
2024-09-11 01:47:00.000,82.53959905723626,-8.873896373808833,7066.415758391347
2024-09-11 01:48:00.000,82.00447361471727,-5.2566856118454535,7066.227380790899
2024-09-11 01:49:00.000,81.47550876722612,-1.6387737436775613,7066.035896861543
2024-09-11 01:50:00.000,80.9484253583685,1.9794919678963878,7065.841795207124
2024-09-11 01:51:00.000,80.41900338111556,5.597770098983271,7065.645877633019
2024-09-11 01:52:00.000,79.88294908332944,9.215705791679309,7065.44925633034
2024-09-11 01:53:00.000,79.335753464627,12.832935369234134,7065.2533435184
2024-09-11 01:54:00.000,78.77253960234215,16.449065591408022,7065.059836293382
2024-09-11 01:55:00.000,78.18788210613525,20.063663091036737,7064.870694936379
2024-09-11 01:56:00.000,77.57558622286054,23.676238337344714,7064.688115794121
2024-09-11 01:57:00.000,76.92840634568248,27.28622505365336,7064.514499025691
2024-09-11 01:58:00.000,76.23767559127091,30.892952945888684,7064.352411730223
2024-09-11 01:59:00.000,75.49280466522441,34.4956105667526,7064.204547052878
2024-09-11 02:00:00.000,74.68058658432476,38.09319346495822,7064.073679938636
2024-09-11 02:01:00.000,73.78420828244782,41.68442999735415,7063.962620264539
2024-09-11 02:02:00.000,72.78181037264802,45.267672467430266,7063.874164129819
2024-09-11 02:03:00.000,71.64433224556232,48.84073539082436,7063.811044085651
2024-09-11 02:04:00.000,70.33220118908193,52.40063096101012,7063.775879360456
2024-09-11 02:05:00.000,68.79006855290335,55.943173847743005,7063.7711263303245
2024-09-11 02:06:00.000,66.93817475540287,59.462288025335994,7063.799030926737
2024-09-11 02:07:00.000,64.65761602790246,62.948817368174886,7063.861583114186
2024-09-11 02:08:00.000,61.76418215884121,66.38834134660907,7063.960474511023
2024-09-11 02:09:00.000,57.960010383783114,69.75693955818592,7064.097059837269
2024-09-11 02:10:00.000,52.741616279087474,73.01246522390491,7064.272322864222
2024-09-11 02:11:00.000,45.22770873041452,76.07554157039638,7064.486847469172
2024-09-11 02:12:00.000,33.897187540389154,78.7875618143589,7064.740794317286
2024-09-11 02:13:00.000,16.63727672691175,80.83185686894272,7065.033883602257
2024-09-11 02:14:00.000,353.082694203972,81.69988781954474,7065.365384415318
2024-09-11 02:15:00.000,328.9446426185528,81.04331251721659,7065.734109589214
2024-09-11 02:16:00.000,310.6948116860818,79.13547932858526,7066.13841954288
2024-09-11 02:17:00.000,298.6438541803436,76.49704487665052,7066.576230694535
2024-09-11 02:18:00.000,290.69242599265607,73.47459681597802,7067.045031624299
2024-09-11 02:19:00.000,285.20974191363104,70.24384895026236,7067.541905504795
2024-09-11 02:20:00.000,281.23956860290934,66.89222648069128,7068.0635587074285
2024-09-11 02:21:00.000,278.2370432951324,63.46569653152435,7068.606355184101
2024-09-11 02:22:00.000,275.88177468870487,59.99009503604271,7069.16635613265
2024-09-11 02:23:00.000,273.9768885832509,56.480860199171815,7069.739364370504
2024-09-11 02:24:00.000,272.39605808501267,52.94771567183449,7070.320972767295
2024-09-11 02:25:00.000,271.0549885141082,49.397062740548115,7070.906616416337
2024-09-11 02:26:00.000,269.8954582712685,45.83328636226442,7071.491625420005
2024-09-11 02:27:00.000,268.87600751060876,42.259479515357164,7072.071283386493
2024-09-11 02:28:00.000,267.96630538508714,38.67789271989901,7072.640882938742
2024-09-11 02:29:00.000,267.14361422522217,35.09020419050928,7073.195783286648
2024-09-11 02:30:00.000,266.39050178961634,31.497694523765986,7073.7314666616185
2024-09-11 02:31:00.000,265.69331770301784,27.901362140630052,7074.243593172707
2024-09-11 02:32:00.000,265.0411517678839,24.30200171448184,7074.728053277474
2024-09-11 02:33:00.000,264.4251038582527,20.700258838787114,7075.181017099115
2024-09-11 02:34:00.000,263.83775964702045,17.096669088636798,7075.598979871339
2024-09-11 02:35:00.000,263.2728046646451,13.491686641952704,7075.978802853507
2024-09-11 02:36:00.000,262.7247320525328,9.885703409303847,7076.3177493424655
2024-09-11 02:37:00.000,262.1886163138665,6.279075442515588,7076.613513966259
2024-09-11 02:38:00.000,261.6599267358771,2.672121920706749,7076.864248182523
2024-09-11 02:39:00.000,261.1343726517289,-0.9348537863967843,7077.0685771025
2024-09-11 02:40:00.000,260.60776332903646,-4.541556372134349,7077.2256108964975
2024-09-11 02:41:00.000,260.07587497555585,-8.147688929146208,7077.3349492316975
2024-09-11 02:42:00.000,259.5343155382505,-11.752943117446415,7077.396678958604
2024-09-11 02:43:00.000,258.9783780916687,-15.35698847677025,7077.411365123323
2024-09-11 02:44:00.000,258.40287227968093,-18.959460095147914,7077.380035484062
2024-09-11 02:45:00.000,257.8019206260986,-22.559943645233897,7077.304158807981
2024-09-11 02:46:00.000,257.1687020704092,-26.157956461348892,7077.185617318002
2024-09-11 02:47:00.000,256.49511793517365,-29.752922785871373,7077.026673746378
2024-09-11 02:48:00.000,255.7713436695052,-33.3441428486893,7076.829933388151
2024-09-11 02:49:00.000,254.98521501316523,-36.93073719204362,7076.5983026043605
2024-09-11 02:50:00.000,254.12135727632418,-40.51159590753381,7076.334942400432
2024-09-11 02:51:00.000,253.15993412174217,-44.08527429701551,7076.0432204488625
2024-09-11 02:52:00.000,252.07479104384345,-47.64985405146062,7075.726660396018
2024-09-11 02:53:00.000,250.83063014995744,-51.202726448046704,7075.388889987764
2024-09-11 02:54:00.000,249.37857915381494,-54.74024862021364,7075.03358870202
